DayofYear,Alaska,Washington,Montana,North Dakota,Minnesota,Wisconsin,Michigan,New York,Vermont,New Hampshire,Maine,Oregon,Idaho,Wyoming,South Dakota,Nebraska,Iowa,Illinois,Indiana,Ohio,Pennsylvania,Connecticut,Rhode Island,Massachusetts,California,Nevada,Utah,Colorado,Kansas,Missouri,Kentucky,West Virginia,Virginia,District Of Columbia,Maryland,Delaware,New Jersey,Arizona,New Mexico,Texas,Oklahoma,Arkansas,Tennessee,Louisiana,Mississippi,Alabama,Florida,Georgia,South Carolina,North Carolina,Puerto Rico,Virgin Islands,Hawaii
124.0,25.0,21.7,24.6,-9999.0,14.25,16.666666666666668,55.25,52.142857142857146,51.0,-9999.0,-9999.0,20.153846153846153,30.266666666666666,32.0,23.5,40.5,54.0,57.333333333333336,57.54545454545455,54.55555555555556,58.0,-9999.0,-9999.0,50.0,51.285714285714285,30.0,19.0,54.0,57.0,56.4,66.0,55.0,41.5,-9999.0,-9999.0,-9999.0,58.0,25.0,8.0,32.666666666666664,43.666666666666664,-9999.0,52.0,34.0,38.0,70.0,41.0,53.0,41.0,47.0,-9999.0,-9999.0,31.0
125.0,30.5,10.0,25.8,-9999.0,17.2,30.0,25.0,50.0,21.0,-9999.0,-9999.0,13.214285714285714,24.75,13.0,36.4,22.0,65.71428571428571,57.75,58.72727272727273,60.0,58.666666666666664,50.0,-9999.0,49.75,51.0,28.0,18.0,54.0,-9999.0,52.6,64.0,58.0,39.0,-9999.0,-9999.0,-9999.0,-9999.0,30.0,1.0,39.6,35.333333333333336,-9999.0,43.0,-9999.0,44.0,67.25,28.0,44.875,33.5,43.285714285714285,-9999.0,-9999.0,44.0
126.0,36.0,10.526315789473685,14.0,43.0,41.36363636363637,50.375,52.0,27.6,15.0,-9999.0,-9999.0,12.846153846153847,16.266666666666666,9.666666666666666,38.666666666666664,14.0,55.6,64.2,63.705882352941174,63.125,58.285714285714285,-9999.0,-9999.0,26.0,44.6,26.0,13.0,13.75,17.0,47.5,56.0,59.5,46.285714285714285,-9999.0,-9999.0,-9999.0,45.5,21.0,9.333333333333334,39.8125,22.5,46.4,50.75,30.6,42.0,50.714285714285715,20.0,40.84615384615385,33.5,43.2,57.6,62.0,34.5
127.0,31.0,16.761904761904763,14.5,-9999.0,29.166666666666668,46.0,54.0,38.6,27.0,-9999.0,-9999.0,11.76923076923077,16.5,15.0,28.0,0.0,49.666666666666664,54.5,56.6,52.5,61.5,-9999.0,-9999.0,33.0,48.6,23.0,17.0,43.0,40.0,51.25,-9999.0,56.0,41.0,-9999.0,63.0,-9999.0,58.0,25.0,9.0,52.0625,-9999.0,41.0,43.0,42.5,27.0,50.5,22.0,56.166666666666664,33.5,49.25,-9999.0,-9999.0,30.0
128.0,37.5,22.45,18.5,-9999.0,20.714285714285715,21.0,49.5,48.0,33.0,54.0,-9999.0,15.538461538461538,18.75,18.0,27.5,24.5,37.22222222222222,38.333333333333336,49.30769230769231,55.0,66.66666666666667,62.0,-9999.0,50.0,52.86666666666667,25.0,22.0,-9999.0,28.0,36.333333333333336,57.5,62.0,39.666666666666664,-9999.0,-9999.0,-9999.0,67.0,30.0,24.0,60.583333333333336,39.0,-9999.0,38.0,38.0,39.0,54.0,49.0,47.666666666666664,34.5,42.5,-9999.0,-9999.0,29.0
129.0,13.75,28.17391304347826,22.7,19.0,18.75,30.0,34.6,44.1,29.0,-9999.0,-9999.0,25.076923076923077,19.941176470588236,19.25,33.6,25.8,37.90909090909091,40.4,43.388888888888886,57.57142857142857,51.5,49.0,51.0,36.714285714285715,44.86666666666667,27.0,9.5,8.0,17.0,28.571428571428573,56.166666666666664,56.833333333333336,29.0,-9999.0,52.0,36.0,49.38461538461539,24.0,15.166666666666666,60.48,9.0,22.166666666666668,50.8,37.888888888888886,35.5,59.375,51.75,53.2,28.333333333333332,36.53846153846154,45.42857142857143,43.0,33.5
130.0,26.5,29.391304347826086,27.25,7.0,16.333333333333332,19.0,36.5,41.45454545454545,26.0,-9999.0,35.0,21.642857142857142,27.375,63.0,30.0,15.0,46.0,35.75,47.6,57.57142857142857,48.95238095238095,43.5,49.0,38.75,48.333333333333336,35.0,12.0,-9999.0,-9999.0,24.666666666666668,56.888888888888886,54.0,44.25,50.0,46.857142857142854,42.333333333333336,46.857142857142854,-9999.0,8.0,66.1304347826087,28.0,45.0,56.333333333333336,46.55555555555556,42.0,66.25,62.642857142857146,46.9,35.25,33.0,-9999.0,-9999.0,38.0
131.0,26.666666666666668,25.333333333333332,28.6,39.0,11.25,19.0,19.0,58.0,34.0,41.5,37.0,18.384615384615383,29.357142857142858,28.0,20.0,12.0,31.5,41.0,24.5,58.333333333333336,57.82608695652174,61.25,50.666666666666664,51.77777777777778,53.666666666666664,-9999.0,20.0,-9999.0,-9999.0,14.0,56.6,58.0,40.0,50.0,55.0,55.0,60.333333333333336,-9999.0,9.0,63.529411764705884,-9999.0,-9999.0,62.5,53.0,53.0,67.16666666666667,58.23809523809524,55.75,54.25,40.2,-9999.0,-9999.0,41.5
132.0,16.25,22.347826086956523,28.9,-9999.0,11.6,10.0,10.666666666666666,43.0,30.0,44.0,-9999.0,12.076923076923077,23.647058823529413,21.333333333333332,25.0,19.0,21.285714285714285,46.0,14.875,29.2,42.0,53.0,-9999.0,43.285714285714285,54.0,80.0,15.0,22.75,14.0,19.5,-9999.0,33.0,47.25,-9999.0,39.0,56.0,56.5,19.0,13.666666666666666,41.05263157894737,14.0,12.4,21.571428571428573,54.214285714285715,55.166666666666664,55.416666666666664,49.72222222222222,57.86363636363637,56.22222222222222,52.22727272727273,37.0,37.0,43.0
133.0,27.5,14.047619047619047,32.125,48.0,21.25,19.0,20.0,7.333333333333333,15.0,-9999.0,-9999.0,13.538461538461538,18.53846153846154,24.0,31.333333333333332,23.0,27.0,-9999.0,15.0,27.333333333333332,28.142857142857142,-9999.0,-9999.0,27.0,47.333333333333336,-9999.0,30.0,-9999.0,-9999.0,38.0,-9999.0,20.0,37.0,-9999.0,-9999.0,-9999.0,21.0,-9999.0,8.0,42.55,29.0,-9999.0,22.0,56.54545454545455,51.0,49.0,52.46666666666667,46.333333333333336,48.666666666666664,34.2,-9999.0,-9999.0,30.0
